Gender,Job_Title,Experience_Years,Skills_Required,Education_Level,Location,Salary_INR
Male,Export Manager,2,"Leadership, Team Management, Strategic Planning",Bachelors,Coimbatore,757112
Male,Export Manager,1,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Coimbatore,817798
Male,Export Manager,10,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Kochi,1201569
Male,Export Manager,18,"Leadership, Team Management, Strategic Planning",Bachelors,Kochi,1370656
Male,Export Manager,1,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Kochi,856982
Male,Export Manager,16,"Leadership, Team Management, Strategic Planning",Bachelors,Thiruvananthapuram,1168995
Male,Export Manager,20,"Leadership, Team Management, Strategic Planning",Bachelors,Thiruvananthapuram,1485439
Male,Export Manager,0,"Leadership, Team Management, Strategic Planning",Bachelors,Thiruvananthapuram,639807
Female,Export Manager,15,"Leadership, Team Management, Strategic Planning",Bachelors,Vadodara,1006679
Female,Export Manager,12,"Leadership, Team Management, Strategic Planning",Bachelors,Vadodara,921600
Female,Export Manager,18,"Leadership, Team Management, Strategic Planning",Bachelors,Vadodara,1075056
Female,Export Manager,11,"Leadership, Team Management, Strategic Planning",PhD/Doctorate,Nashik,1209296
Female,Export Manager,20,"Leadership, Team Management, Strategic Planning",PhD/Doctorate,Nashik,1608138
Male,Export Manager,7,"Leadership, Team Management, Strategic Planning",Bachelors,Nashik,873982
Female,Export Manager,7,"Leadership, Team Management, Strategic Planning",Bachelors,Rajkot,818284
Male,Export Manager,10,"Leadership, Team Management, Strategic Planning",High School,Rajkot,890936
Male,Export Manager,4,"Leadership, Team Management, Strategic Planning",Bachelors,Rajkot,741639
Male,Export Manager,2,"Leadership, Team Management, Strategic Planning",Bachelors,Chandigarh,764786
Female,Export Manager,19,"Leadership, Team Management, Strategic Planning",High School,Chandigarh,1026555
Female,Export Manager,1,"Leadership, Team Management, Strategic Planning",Bachelors,Chandigarh,629662
Female,Export Manager,17,"Leadership, Team Management, Strategic Planning",High School,Gurgaon,1296656
Male,Export Manager,16,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Gurgaon,2266291
Male,Export Manager,12,"Leadership, Team Management, Strategic Planning",Bachelors,Gurgaon,1386971
Male,Export Manager,1,"Leadership, Team Management, Strategic Planning",Bachelors,Noida,878335
Female,Export Manager,0,"Leadership, Team Management, Strategic Planning",Bachelors,Noida,659026
Female,Export Manager,16,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Noida,1800343
Female,Export Manager,16,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Faridabad,1586247
Non-binary,Export Manager,10,"Leadership, Team Management, Strategic Planning",Bachelors,Faridabad,1099175
Male,Export Manager,8,"Leadership, Team Management, Strategic Planning",Bachelors,Faridabad,1172625
Female,Export Manager,5,"Leadership, Team Management, Strategic Planning",Bachelors,Ghaziabad,943868
Male,Export Manager,1,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Ghaziabad,1008339
Male,Export Manager,14,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Ghaziabad,1601306
Female,Export Manager,7,"Leadership, Team Management, Strategic Planning",High School,Remote,835263
Male,Export Manager,0,"Leadership, Team Management, Strategic Planning",Bachelors,Remote,713682
Female,Export Manager,4,"Leadership, Team Management, Strategic Planning",PhD/Doctorate,Remote,1121752
Male,Merchandiser,4,"Professional Skills, Communication",PhD/Doctorate,Mumbai,1184057
Male,Merchandiser,0,"Professional Skills, Communication",PhD/Doctorate,Mumbai,826741
Male,Merchandiser,0,"Professional Skills, Communication",Bachelors,Mumbai,582420
Male,Merchandiser,15,"Professional Skills, Communication",Bachelors,Delhi,1143726
Male,Merchandiser,3,"Professional Skills, Communication",Bachelors,Delhi,740153
Male,Merchandiser,3,"Professional Skills, Communication",Masters/Postgraduate,Delhi,870493
Male,Merchandiser,11,"Professional Skills, Communication",Masters/Postgraduate,Bangalore,1174384
Male,Merchandiser,11,"Professional Skills, Communication",Masters/Postgraduate,Bangalore,1322680
Female,Merchandiser,20,"Professional Skills, Communication",Masters/Postgraduate,Bangalore,1487664
Male,Merchandiser,5,"Professional Skills, Communication",Bachelors,Chennai,735242
Male,Merchandiser,11,"Professional Skills, Communication",Bachelors,Chennai,868466
Female,Merchandiser,5,"Professional Skills, Communication",High School,Chennai,591270
Female,Merchandiser,10,"Professional Skills, Communication",High School,Hyderabad,749123
Male,Merchandiser,14,"Professional Skills, Communication",High School,Hyderabad,877578
Female,Merchandiser,16,"Professional Skills, Communication",Masters/Postgraduate,Hyderabad,1126988
Female,Merchandiser,0,"Professional Skills, Communication",Bachelors,Pune,462791
Female,Merchandiser,5,"Professional Skills, Communication",Masters/Postgraduate,Pune,860259
Male,Merchandiser,15,"Professional Skills, Communication",Masters/Postgraduate,Pune,1293532
Female,Merchandiser,6,"Professional Skills, Communication",Bachelors,Kolkata,635010
Female,Merchandiser,10,"Professional Skills, Communication",Masters/Postgraduate,Kolkata,857077
Male,Merchandiser,5,"Professional Skills, Communication",Bachelors,Kolkata,672143
Female,Merchandiser,1,"Professional Skills, Communication",High School,Ahmedabad,421560
Male,Merchandiser,19,"Professional Skills, Communication",High School,Ahmedabad,927141
Male,Merchandiser,13,"Professional Skills, Communication",PhD/Doctorate,Ahmedabad,1222279
Female,Merchandiser,7,"Professional Skills, Communication",Bachelors,Surat,551941
Female,Merchandiser,2,"Professional Skills, Communication",PhD/Doctorate,Surat,624805
Female,Merchandiser,7,"Professional Skills, Communication",Masters/Postgraduate,Surat,739327
Male,Merchandiser,3,"Professional Skills, Communication",PhD/Doctorate,Jaipur,702425
Male,Merchandiser,10,"Professional Skills, Communication",Bachelors,Jaipur,704149
Male,Merchandiser,8,"Professional Skills, Communication",Bachelors,Jaipur,607749
Male,Merchandiser,3,"Professional Skills, Communication",Bachelors,Lucknow,470747
Non-binary,Merchandiser,8,"Professional Skills, Communication",Masters/Postgraduate,Lucknow,601357
Male,Merchandiser,11,"Professional Skills, Communication",Masters/Postgraduate,Lucknow,823655
Male,Merchandiser,12,"Professional Skills, Communication",High School,Kanpur,658958
Male,Merchandiser,0,"Professional Skills, Communication",High School,Kanpur,365332
Male,Merchandiser,13,"Professional Skills, Communication",High School,Kanpur,652848
Female,Merchandiser,0,"Professional Skills, Communication",Bachelors,Nagpur,375037
Female,Merchandiser,10,"Professional Skills, Communication",Bachelors,Nagpur,635617
Male,Merchandiser,7,"Professional Skills, Communication",Bachelors,Nagpur,578579
Female,Merchandiser,4,"Professional Skills, Communication",High School,Indore,354450
Male,Merchandiser,15,"Professional Skills, Communication",Bachelors,Indore,810485
Non-binary,Merchandiser,4,"Professional Skills, Communication",Bachelors,Indore,474477
Male,Merchandiser,1,"Professional Skills, Communication",Bachelors,Patna,417174
Female,Merchandiser,5,"Professional Skills, Communication",High School,Patna,362084
Male,Merchandiser,18,"Professional Skills, Communication",Masters/Postgraduate,Patna,1011013
Male,Merchandiser,5,"Professional Skills, Communication",High School,Bhopal,470019
Male,Merchandiser,0,"Professional Skills, Communication",Bachelors,Bhopal,412872
Female,Merchandiser,7,"Professional Skills, Communication",Bachelors,Bhopal,504744
Male,Merchandiser,9,"Professional Skills, Communication",PhD/Doctorate,Coimbatore,1000863
Male,Merchandiser,12,"Professional Skills, Communication",Masters/Postgraduate,Coimbatore,855277
Male,Merchandiser,10,"Professional Skills, Communication",High School,Coimbatore,613183
Female,Merchandiser,10,"Professional Skills, Communication",Bachelors,Kochi,674502
Male,Merchandiser,8,"Professional Skills, Communication",High School,Kochi,629262
Female,Merchandiser,19,"Professional Skills, Communication",High School,Kochi,681659
Female,Merchandiser,5,"Professional Skills, Communication",Bachelors,Thiruvananthapuram,544034
Male,Merchandiser,14,"Professional Skills, Communication",High School,Thiruvananthapuram,667961
Male,Merchandiser,17,"Professional Skills, Communication",High School,Thiruvananthapuram,807944
Male,Merchandiser,8,"Professional Skills, Communication",Bachelors,Vadodara,673025
Male,Merchandiser,12,"Professional Skills, Communication",Bachelors,Vadodara,729806
Male,Merchandiser,19,"Professional Skills, Communication",Masters/Postgraduate,Vadodara,1249801
Female,Merchandiser,16,"Professional Skills, Communication",Bachelors,Nashik,792124
Male,Merchandiser,5,"Professional Skills, Communication",PhD/Doctorate,Nashik,737333
Female,Merchandiser,13,"Professional Skills, Communication",Masters/Postgraduate,Nashik,757996
Female,Merchandiser,5,"Professional Skills, Communication",Masters/Postgraduate,Rajkot,571197
Female,Merchandiser,12,"Professional Skills, Communication",Bachelors,Rajkot,650104
Male,Merchandiser,10,"Professional Skills, Communication",High School,Rajkot,600836
Female,Merchandiser,11,"Professional Skills, Communication",Bachelors,Chandigarh,677200
Male,Merchandiser,10,"Professional Skills, Communication",Bachelors,Chandigarh,786706
Male,Merchandiser,10,"Professional Skills, Communication",High School,Chandigarh,658120
Male,Merchandiser,3,"Professional Skills, Communication",PhD/Doctorate,Gurgaon,984468
Female,Merchandiser,17,"Professional Skills, Communication",Masters/Postgraduate,Gurgaon,1211762
Male,Merchandiser,2,"Professional Skills, Communication",Bachelors,Gurgaon,714838
Male,Merchandiser,15,"Professional Skills, Communication",Masters/Postgraduate,Noida,1254093
Female,Merchandiser,0,"Professional Skills, Communication",Bachelors,Noida,548735
Male,Merchandiser,11,"Professional Skills, Communication",Bachelors,Noida,1011505
Male,Merchandiser,20,"Professional Skills, Communication",Masters/Postgraduate,Faridabad,1358980
Male,Merchandiser,19,"Professional Skills, Communication",Bachelors,Faridabad,1286092
Female,Merchandiser,1,"Professional Skills, Communication",Bachelors,Faridabad,556595
Female,Merchandiser,13,"Professional Skills, Communication",Masters/Postgraduate,Ghaziabad,973985
Male,Merchandiser,17,"Professional Skills, Communication",Bachelors,Ghaziabad,1077770
Female,Merchandiser,2,"Professional Skills, Communication",High School,Ghaziabad,441703
Male,Merchandiser,12,"Professional Skills, Communication",Masters/Postgraduate,Remote,1089823
Female,Merchandiser,5,"Professional Skills, Communication",Bachelors,Remote,653155
Male,Merchandiser,20,"Professional Skills, Communication",Bachelors,Remote,1062471
Female,Sample Developer,1,"Programming, Software Development, Problem Solving",High School,Mumbai,378661
Female,Sample Developer,18,"Programming, Software Development, Problem Solving",High School,Mumbai,754573
Female,Sample Developer,7,"Programming, Software Development, Problem Solving",PhD/Doctorate,Mumbai,846193
Male,Sample Developer,15,"Programming, Software Development, Problem Solving",Bachelors,Delhi,889422
Male,Sample Developer,7,"Programming, Software Development, Problem Solving",Bachelors,Delhi,689275
Female,Sample Developer,4,"Programming, Software Development, Problem Solving",High School,Delhi,440624
Male,Sample Developer,20,"Programming, Software Development, Problem Solving",Bachelors,Bangalore,1219981
Male,Sample Developer,10,"Programming, Software Development, Problem Solving",High School,Bangalore,761936
Male,Sample Developer,4,"Programming, Software Development, Problem Solving",Bachelors,Bangalore,640111
Male,Sample Developer,7,"Programming, Software Development, Problem Solving",Bachelors,Chennai,677051
Female,Sample Developer,6,"Programming, Software Development, Problem Solving",Bachelors,Chennai,554386
Female,Sample Developer,17,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Chennai,883904
Female,Sample Developer,20,"Programming, Software Development, Problem Solving",Bachelors,Hyderabad,925698
Male,Sample Developer,14,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Hyderabad,1093680
Male,Sample Developer,13,"Programming, Software Development, Problem Solving",Bachelors,Hyderabad,773685
Female,Sample Developer,7,"Programming, Software Development, Problem Solving",Bachelors,Pune,534598
Female,Sample Developer,4,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Pune,621793
Female,Sample Developer,6,"Programming, Software Development, Problem Solving",Bachelors,Pune,523763
Male,Sample Developer,12,"Programming, Software Development, Problem Solving",High School,Kolkata,555777
Male,Sample Developer,18,"Programming, Software Development, Problem Solving",Bachelors,Kolkata,756916
Male,Sample Developer,6,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Kolkata,605975
Male,Sample Developer,17,"Programming, Software Development, Problem Solving",Bachelors,Ahmedabad,823838
